stock_code,公司名稱,stock_name,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額,私募股數,特別股,編制財務報表類型,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,網址,已發行普通股數或TDR原股發行股數,上市上櫃
6147,頎邦科技股份有限公司,頎邦,－ ,24,新竹市新竹科學園區力行五路三號,16130009,吳非艱,施政宏,羅世蔚,財務長,田景渝,(03)567-8788,19970702,20020131,新台幣                 10.0000元,7446335390,0,0,1,元大證券股份有限公司,(02)25865859,106臺北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,謝智政,王國華,CHIPBOND　,"　　No 3,Li Hsin 5 Rd.,Science-Based Industrial Park　　Hsinchu,Taiwan,R.O.C.",(03)563-8998,carolt@chipbond.com.tw,www.chipbond.com.tw,744633539,上櫃
6148,驊宏資通股份有限公司,驊宏資,－ ,30,台北市中正區北平東路30號5樓,86468118,廖文鐸,廖文鐸,高郁芬,公司治理主管,王彥淩,(02)2356-3996,19911227,20020201,新台幣                 10.0000元,466037570,0,0,1,群益金鼎證券(股)公司股務代理部,(02)2703-5000,台北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,薛峻泯,褚世蘭,AZION,"5F., No.30, Beiping E. Rd., Jhongjheng District,Taipei City 100, Taiwan (R.O.C.)",(02)2356-3995,ir@azion.com.tw,www.azion.com.tw,46603757,上櫃
6150,撼訊科技股份有限公司,撼訊,－ ,25,新北市汐止區新台五路一段79號7樓之7,16238655,張茂松,陳劍威,周忠信,總經理特助,謝文碧,86983000,19971008,20020311,新台幣                 10.0000元,483459850,0,0,1,富邦綜合證券股務代理部,23611300,台北市許昌街17號11樓,勤業眾信聯合會計師事務所,邱盟捷,張青霞,Tul,"7F-7, No.79, Hsin Tai Wu Rd. Sec. 1,HsiChih Dist,NEW TAIPEI CITY, TAIWAN 221, R.O.C.",(02)86983456,invest@tul.com.tw,www.tul.com.tw,48345985,上櫃
6151,晉倫科技股份有限公司,晉倫,－ ,31,桃園市大園區南港里11鄰長發路250號,12390496,鐘春重,陳原振,簡嘉毅,經理,陳萬得,(03)386-8820,19820715,20020225,新台幣                 10.0000元,552573000,0,0,1,統一綜合證券股份有限公司,(02)2746-3797,台北市松山區東興路8號B1樓,正風聯合會計師事務所,黃健瑋,賴家裕,GINAR　　,"NO. 250, CHANGFA RD, NANGANG VIL, DAYUAN  DIST,TAOYUAN CITY, TAIWAN, R.O.C.　　",(03)386-3587,ginar@ginar.com.tw,www.ginar.com.tw,55257300,上櫃
6154,順發電腦股份有限公司,順發,－ ,29,高雄市807三民區建國二路2號,89743949,吳錦昌,黃柏峰,楊佳芳,財務部經理,黃柏峰,(07)2366221,19951221,20020218,新台幣                 10.0000元,800800000,0,0,1,華南永昌綜合證券股份有限公司,(02)27186425,台北市105民生東路四段54號4樓,安侯建業聯合會計師事務所,許振隆,陳永祥,Sunfar,"No.2, Jianguo 2nd Rd., Sanmin Dist.,Kaohsiung,Taiwan,R.O.C.　",(07)2365669,11228@sunfar.com.tw,http://www.sunfar.com.tw,80080000,上櫃
6156,松上電子股份有限公司,松上,－ ,28,新北市土城區忠承路117號4樓,22944019,包仁志,陳添富,徐丸杏,財務長,蔡蕙竹,02-22686867,19880613,20020219,新台幣                 10.0000元,1078750100,16000000,0,1,台新證券股務代理部,(02)25048125,台北市中山區建國北路一段96號B1,安永聯合會計師事務所,羅筱靖,陳國帥,SONG SHANG　　,"4F., NO.117, Zhongcheng Rd.,Tucheng Dist., New Taipei City, Taiwan",02-22686300,Investors@song-shang.com,www.song-shang.com.tw,107875010,上櫃
6158,禾昌興業股份有限公司,禾昌,－ ,28,桃園市興華路9號,22006020,陳可宣,陳可宣,詹朝貴,財務長,張凱明,03-3766666,19860111,20020219,新台幣                 10.0000元,549792880,0,0,1,元大證券股份有限公司,02-25865859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信會計師事務所,劉建良,高逸欣,P-TWO　　,"NO.9,SHIN HWA RD,KWEI SHAN IND. PARK　　TAOYUAN, TAIWAN　　",03-3768026,thomas.yuan@p-two.com.tw,www.p-two.com,54979288,上櫃
6160,欣技資訊股份有限公司,欣技,－ ,25,台北市大安區敦化南路二段333號12樓,23058518,廖宜彥,廖宜彥,張家榮,財會處資深經理,李侃陽,02-86471166,19881012,20020301,新台幣                 10.0000元,684891200,0,0,1,元大證券股份有限公司,02-25865859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,尤盟貴,黃海悅,Cipherlab　,"12F,333 Dunhua S. Rd.,Sec.2 　　Taipei,Taiwan　　",02-87322255,IR@cipherlab.com.tw,http://www.cipherlab.com.tw,68489120,上櫃
6161,捷波資訊股份有限公司,捷波,－ ,25,新北市新店區北新路三段207號9樓,22178466,莊永順,林建宏,周倩竹,財務長,莊振炎,(02)8913-2711,19860804,20020301,新台幣                 10.0000元,562374770,0,0,1,群益金鼎證券股份有限公司,02)2702-3999,臺北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,林柏全,胡智華,JETWAY　,"9F, 207, Sec. 3, Beixin Rd.,Xindian Dist., New Taipei City, Taiwan",(02)8913-2722,ir@jetway.com.tw,https://jetwayipc.com/,56237477,上櫃
6163,華電聯網股份有限公司,華電網,－ ,27,新北市汐止區新台五路一段108號11樓B棟,84778623,陳國章,陳國章,黃英健,多媒整合服務處副總,謝明燁,(02)26967155,19940504,20020319,新台幣                 10.0000元,1420302340,0,0,1,中國信託商業銀行 代理部,(02)2717-1033,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,黃欣婷,池世欽,HWACOM　　,"11F1,No.108,Hsin-Tai-Wu Rd.,Sec.1　　Hsi-Chih,New Taipei City,Taiwan,R.O.C.",(02)26967199,caroline.hsiao@hwacom.com,www.hwacom.com,142030234,上櫃
6167,久正光電股份有限公司,久正,－ ,26,台中市西屯區工業區六路八號,22100566,王世岳,王世岳,黃靜妮,財務部經理,徐惠玲,04-23558168,19910902,20020326,新台幣                 10.0000元,1621732210,0,0,1,永豐金證券股務代理部,02-2381-6288,100台北市博愛路17號3樓,安侯建業聯合會計師事務所,王怡文,辛郁婷,POWERTIP,"No.8,6th.Rd.,Taichung Industrial Park,Taichung ,Taiwan ,R.O.C.　",04-23558166,www.powertip.com.tw,www.powertip.com.tw,162173221,上櫃
6169,昱泉國際股份有限公司,昱泉,－ ,32,臺中市西屯區台灣大道二段633號11樓之5,23296194,洪英超,洪英超,陳玉真,協理,洪英超,04-2253-2568,19890418,20020322,新台幣                 10.0000元,233949600,4469110,0,1,富邦綜合證券﹝股﹞公司,02-2361-1300,台北市中正區許昌街十七號二樓,安永聯合會計師事務所,黃子評,黃靖雅,InterServ,"11F.-5, No. 633, Sec. 2, Taiwan Blvd., Xitun Dist.,Taichung City 407619 , Taiwan (R.O.C)",04-2253-5818,financial@interserv.com.tw,www.interserv.com.tw/tw/,23394960,上櫃
6170,統振股份有限公司,統振,－ ,27,台北市內湖區安美街181號,12135600,陳敦仁,何明哲,何明哲,總經理,李伯陽,(02)27965959,19770819,20020416,新台幣                 10.0000元,972600380,10000000,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段６號６樓,勤業眾信聯合會計師事務所,邱鏞銘,劉書琳,WELLDONE　,"No.181,AnMei St,NeiHu District,Taipei 114,Taiwan ,R.O.C",(02)27965960,brian_li@welldone.com.tw,WWW.WELLDONE.COM.TW,97260038,上櫃
6171,大城地產股份有限公司,大城地產,－ ,14,台中市西屯區台灣大道四段839號6樓,89596101,賴源釗,廖祐(人雋),簡淑勤,董事,鄧翔倩,(04)23580031,19950814,20020422,新台幣                 10.0000元,1000000000,0,0,2,福邦證券股份有限公司,(02)23711658,(100中正區)台北巿忠孝西路1段6號6樓,建智聯合會計師事務所,黃祥穎,曹永仁,Tacheng 　,"6F., No.839, Sec. 4,    Taiwan Blvd., Xitun    Dist.,Taichung City    407, Taiwan     (R.O.C)",(04)23587511,joyce_deng@aries-net.com.tw,www.aries-net.com.tw,100000000,上櫃
6173,信昌電子陶瓷股份有限公司,信昌電,－ ,28,桃園市楊梅區高獅路566-1號,23641338,焦佑衡,陳淳學,羅夏盈,處長,黃淑英,(03)475-3355,19900521,20020419,新台幣                 10.0000元,1720000000,0,0,1,信昌電子陶瓷(股)公司股務辦事處,02-27905885,台北市內湖區行善路398號8樓,勤業眾信聯合會計師事務所,黃毅民,施錦川,P.D.C.　,"No.566-1, Kaoshi Rd., Yangmei, 　Taoyuan 326103, Taiwan (R.O.C.)",(03)485-2300,IR@pdc.com.tw,www.pdc.com.tw/,172000000,上櫃
6174,安碁科技股份有限公司,安碁,－ ,28,台中市潭子區建國路11-3號,22100469,林逸倫,李靜怡,陳孟成,協理,張絲袲,04-25335978,19901201,20020502,新台幣                 10.0000元,500000000,0,0,1,統一綜合證券股份有限公司,02-27478266,台北市松山區東興路8號1樓,資誠會計師事務所,賴志維,王玉娟,AKER　　,"No. 11-3, Jianguo Rd., Tanzih Dist.,Taichung City 427, Taiwan R.O.C.　",04-25336011,service@aker.com.tw,www.aker.com.tw,50000000,上櫃
6175,立敦科技(股)有限公司,立敦,－ ,28,苗栗縣銅鑼鄉中興工業區中隆二路9號,84607396,吳志銘,李東榮,王國權,財務部協理,陳昌源,(037)222899,19931109,20020610,新台幣                 10.0000元,1505718120,0,0,1,台新綜合證券(股)公司股務代理部,(02)-25048125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,&#20931;清淵,羅文振,　　LITON,"No.9,Zhonglong  2nd Rd,  Tongluo TownshipMiaoli County 36643,  Taiwan ( R.O.C.)",(037)229213,sales@liton.com.tw,http://www.liton.com.tw,150571812,上櫃
6179,亞通利大能源股份有限公司,亞通,－ ,20,新北市汐止區新台五路一段96號22樓,89491275,呂元瑞,龔誠山,楊智鈞,副總經理,陳明朝,02-86961585,19950422,20020517,新台幣                 10.0000元,1166692490,0,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,張淑瑩,韓沂璉,ATE ENERGY.INC,"22F., No.96, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City, Taiwan",02-86961590,spokesperson@ateenergy.com.tw,www.ateenergy.com.tw,116669249,上櫃
6180,遊戲橘子數位科技股份有限公司,橘子,－ ,32,台北市內湖區瑞湖街111號,89550029,劉柏園,劉柏園,蘇信泓,集團財務長,孫迪蘭,(02)26588866,19950612,20020521,新台幣                 10.0000元,1754935730,0,0,1,凱基證券股份有限公司股務代理部,(02)23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,顏裕芳,林永智,GAMANIA,"No.111, Ruihu St.,Neihu Dist., Taipei City, Taiwan",(02)26588855,ir@gamania.com   /   pr@gamania.com  business@gamania.com,http://www.gamania.com,175493573,上櫃
6182,合晶科技股份有限公司,合晶,－ ,24,桃園市龍潭區龍潭科學園區龍園一路100號,16138282,焦平海,張憲元,張憲元,總經理,蔡仲迪,(03)4815001,19970724,20020516,新台幣                 10.0000元,5737967300,0,0,1,凱基證券股份有限公司股務代理部,(02)23892999,台北市重慶南路一段2號5樓,安永聯合會計師事務所,鄭清標,張志銘,WAFER WORKS,"No.100, Longyuan 1 st Rd., Longtan Science Park,Taoyuan,32542,Taiwan R.O.C.　　　",(03)4815002,public@waferworks.com,Http://www.waferworks.com,573796730,上櫃
6185,幃翔精密股份有限公司,幃翔,－ ,28,新北市土城區自強街11巷1號3樓,22906009,陳文鏗,郭昭正,王智增,業務部副總,賴婉民,(02)22672346,19880426,20020809,新台幣                 10.0000元,1498675310,0,0,1,富邦綜合證券股份有限公司,(02)2361-1300,台&#63843;市中正區許昌街 17 號 11 &#63820;,大中國際聯合會計師事務所,林月霞,張榕枝,PLASTRON,"3F., No.1, Ln. 11, Ziqiang St.Tucheng Dist., New Taipei City , Taiwan",(02)22681211,spokesman@plastron.com.tw,https://www.plastronconn.com/zh_TW,149867531,上櫃
6186,新潤興業股份有限公司,新潤,－ ,14,台北市松山區民生東路三段109號8樓(通訊),16318881,郭長庚,郭長庚,蔣秀婷,業務部副總,廖育嫺,25450899,19980330,20020802,新台幣                 10.0000元,1724846000,0,0,2,兆豐證券股份有限公司,02-33930898,100台北市忠孝東路二段95號1樓,資誠聯合會計師事務所,李秀玲,黃金連,Shin Ruenn,"8F., No.109, Sec. 3, Minsheng E. Rd., Songshan Dist.,Taipei City 105, Taiwan R.O.C.",25469299,afra@shinruenn.com.tw,http://www.shinruenn.com,172484600,上櫃
6187,萬潤科技股份有限公司,萬潤,－ ,24,821011 高雄市路竹區路科十路1號,97015768,盧鏡來,歐承恩,盧慧萱,董事長特助,王曉梅,(07)607-1828,19960524,20020927,新台幣                 10.0000元,968823150,0,0,1,統一綜合證券股份有限公司,(02)2747-8266,105412 臺北市松山區東興路8號地下1樓,資誠聯合會計師事務所,徐惠榆,田中玉,ALL RING,"NO.1,Lu-ke 10 Rd.,Lujhu Science Park,Lujhu DistKaohsiung  City ,821011,Taiwan(R.O.C)",(07)695-5556,huihsuan.lu@allring-tech.com.tw,www.allring-tech.com.tw,96882315,上櫃
6188,廣明光電股份有限公司,廣明,－ ,25,桃園市龜山區華亞二路58之2號6樓,16836218,何世池,張嘉峰,李志仁,副總經理暨財務長,陳美娟,03-3288090,19990210,20020827,新台幣                 10.0000元,2783589100,0,0,1,中國信託銀行代理部,02-66365566,台北市重慶南路一段83號6樓,安侯建業聯合會計師事務所,陳盈如,陳宜君,QSI　,"6F.,NO..58-2, Huaya 2nd Rd.,Guishan Dist.,Taoyuan City 33341, Taiwan,R.O.C.　　　",03-3289515,chih-jen.lee@qsitw.com,www.qsitw.com,278358910,上櫃
6190,萬泰科技股份有限公司,萬泰科,－ ,27,桃園市中壢區北園路17號(公司:新北市五股區五工六路72號),4674153,張銘烈,張程雅,許玉秀,副總經理,黃琡媚,03-452-7777,19780619,19980204,新台幣                 10.0000元,1705901920,0,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市100中正區重慶南路1段83號5樓,資誠聯合會計師事務所,張淑瓊,楊蕙慈,WONDERFUL　　,"17 PEI-YUAN ROADCHUNG-LI INDUSTRIAL PARK, TAIWAN, R.O.C.",03-4522021,wtc261@wontex.com.tw,http://www.wontex.com,170590192,上櫃
6194,育富電子股份有限公司,育富,－ ,28,桃園市桃園區新埔六街101號24樓,45082694,劉永幹,劉永幹,許俊彥,財務長,彭明瑜,03-3460289,19830221,20021205,新台幣                 10.0000元,480000000,0,0,1,元大證券股份有限公司,02-25865859,臺北市大安區敦化南路2段67號地下一樓,安永聯合會計師事務所,王瑄瑄,陳智忠,YUFO,"24F., No.101, Xinpu 6th St., Taoyuan Dist., Taoyuan City 330, Taiwan (R.O.C.)Taoyuan City ,  Taiwan (R.O.C.)",03-3464069,webmail@yufo.com.tw,www.yufo.com.tw,48000000,上櫃
6195,詩肯股份有限公司,詩肯,－ ,38,桃園市龜山區頂湖一街69號,89403884,林福勤,謝秀珠,何山壯,財務/會計主管,徐佳婕,(03)318-0555,19951009,20021021,新台幣                 10.0000元,501929420,0,0,1,凱基證券股份有限公司,(02)2389-2999,臺北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,陳重成,李麗凰,SCAN-D,"No.69, Dinghu 1st St., Guishan Dist.,Taoyuan City 333, Taiwan.",(03)318-6555,grace@scanteak.com.tw,https://www.topshine.tw,50192942,上櫃
6198,瑞築建設股份有限公司,瑞築,－ ,14,台北市內湖區行善路467號7樓,16759177,陳朝城,郭嘉棟,邱采欣,財務經理,賴春燕,(02)87523988,19981029,20021226,新台幣                 10.0000元,1714003500,138765000,0,1,永豐金證券股務代理部,(02)23816288,台北市中正區博愛路17號3樓,立本台灣聯合會計師事務所,陶鴻文,鄧欣珊,Rich Circle,"7F., No.467, Singshan Rd.,Neihu Dist., Taipei City 114063, Taiwan",(02)87523989,info@richcircle.com.tw,http://www.richcircle.com.tw,171400350,上櫃
6199,天品聯合企業股份有限公司,天品,－ ,20,桃園市中壢區中山路141號8樓,84228281,李振寬,李娜亞,洪春木,經理,李娜亞,(03)2756356,19930403,20161007,新台幣                 10.0000元,617600180,0,0,1,元大證券股份有限公司股務代理部,(02)25865859,106臺北市大安區敦化南路2段67號地下一樓,國富浩華聯合會計師事務所,吳孟達,陳謙慧,TienPin,"8F., No. 141, Zhongshan Rd.,Zhongli Dist., Taoyuan City 320, Taiwan",(03)4261750,jerryhung@datafab.com,www.datafab.com,61760018,上櫃
6203,海韻電子工業股份有限公司,海韻電,－ ,28,台北市內湖區內湖路一段360巷19號8樓,4329168,張修誠,潘孟文,張恩豪,處長,裴琳,02-26590338,19750919,20021226,新台幣                 10.0000元,824063700,0,0,1,統一綜合證券股份有限公司,02-27463666,台北市松山區東興路8號B1,勤業眾信聯合會計師事務所,簡明彥,莊碧玉,Sea Sonic,"8F., #19 Alley 360 Sec. 1, Neihu Road, Neihu,Taipei,Taiwan, R.O.C.",02-26590530,investor@seasonic.com.tw,www.seasonic.com,82406370,上櫃
6204,台灣艾華電子工業股份有限公司,艾華,－ ,28,桃園市桃園區中正路1221、1223號9樓,43408984,陳碩璨,黃國義,成書英,財會部協理,陳鵬如,(03)357-7799,19700214,20021113,新台幣                 10.0000元,231020800,0,0,1,元富證券股份有限公司股務代理部,(02)2768-6668,台北市松山區光復北路11巷35號地下一樓(台北瓦斯光復大樓),安永聯合會計師事務所,洪國森,陳政初,ALPHA,"9F,NO.1221 CHUNG CHENG RD,TAOYUAN,TAIWAN R.O.C.",(03)356-2009,janet@taiwanalpha.com,www.taiwanalpha.com,23102080,上櫃
6207,雷科股份有限公司,雷科,－ ,28,高雄市前鎮區新生路二四八之三十九號,22837088,鄭再興,黃萌義,唐靜玲,協理,陳炫佑,07-8159877,19880906,20021223,新台幣                 10.0000元,796799100,0,0,1,元大證券股份有限公司,02-25865859,106臺北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,廖阿甚,王國華,LASERTEK,"NO.248-39,SHIN SHENG RD CHIEN ZHEN DISTRICT, 806KAOHSIUNG TAIWAN, R.O.C",07-8156711,lasertek@lasertek.com.tw,www.lasertek.com.tw,79679910,上櫃
6208,日揚科技股份有限公司,日揚,－ ,24,台南市新市區活水路8號,16101031,吳昇憲,寇崇善,江慶偉,財務長,羅筱秋,(06)246-0296,19970529,20021223,新台幣                 10.0000元,945613430,0,0,1,國票綜合證券(股)公司股務代理部,(02)2528-8988,台北市松山區南京東路五段188號15樓,資誠聯合會計師事務所,林永智,于智帆,Htc,"No.8, Huoshui Rd., Xinshi Dist.Tainan City, Taiwan 744",(06)599-5055,ec@high-light.com.tw,http://www.htcvacuum.com/,94561343,上櫃
6210,慶生電子股份有限公司,慶生,－ ,28,桃園市中壢區中壢工業區松江北路24號,45190379,王興榮,朱陳永慶,范揚淵,副總經理,王桂香,(03)4529556,19841005,20030214,新台幣                 10.0000元,350480000,0,0,2,統一綜合證券股份有限公司,(02)27463797,台北市東興路八號地下一樓,資誠聯合會計師事務所,李燕娜,鄭雅慧,　　KINTECH,"NO.24 SONGJIANG N.ROAD　CHUNG-CIINDUSTRIAL PARK, TAOYUAN,TAIWAN",03-4510791,880001@kintech.com.tw,WWW.KINTECH.COM.TW,35048000,上櫃
6212,理銘開發股份有限公司,理銘,－ ,14,新竹市公道五路2段419號7樓,7611076,曾森縣,曾森縣,曾森縣,總經理,葉良平,(03)6886188,19771108,20021226,新台幣                 10.0000元,1020000000,0,0,2,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,致遠聯合會計師事務所,張益銘,侯委&#26187;,LI MING,"7F,No.419,Sec.2 Kung Dao Wu  Rd. ,Hsin Chu,Taiwan,R.O.C.",(03)6886189,fred@met.com.tw,http://www.met.com.tw,102000000,上櫃
6217,中國探針股份有限公司,中探針,－ ,28,新北市板橋區和平路24巷8號4樓,22059031,陳志&#23791;,馮明欽,楊璽邁,副總經理,林文泓,02-29612525,19860122,20030109,新台幣                 10.0000元,1172100180,0,0,1,凱基證券股份有限公司,02-23892999,台北市中正區重慶南路一段2號4樓,資誠聯合會計師事務所,王菘澤,吳仁杰,C.C.P.,"4F., No.8, Ln. 24, Heping Rd.,Banqiao Dist., New Taipei City 220",02-29610355,info@pccp.com.tw,https://www.ccpcontactprobes.com/,117210018,上櫃
6218,豪勉科技股份有限公司,豪勉,－ ,27,台北市大同區承德路一段70號3樓,12223097,彭以豪,蘇惠婉,蘇惠婉,總經理,劉怡君,(02)2559-6163,19790426,20030114,新台幣                 10.0000元,642620000,0,0,1,凱基證券股務代理部,(02)2389-2999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,尤志峰,邱政俊,Hauman,"3rd Fl., No. 70, Sec. 1, Chengde Rd.　Taipei, Taiwan, R.O.C.",(02)2549-2681,pr@hauman.com.tw,www.hauman.com.tw,64262000,上櫃
6219,富旺國際開發股份有限公司,富旺,－ ,14,台中市西區大隆路20號4樓之5,97447647,林宗毅,林祐任,陳永和,經理,林宗毅,04-23273030,19970423,20030226,新台幣                 10.0000元,1249670900,0,0,1,元富證券股份有限公司,02-27686668,台北市光復北路11巷35號B1樓,資誠聯合會計師事務所,劉美蘭,王玉娟,FULL WANG,"4F.-5, No.20, Dalong Rd., West Dist.,Taichung City 40310, Taiwan (R.O.C.)",04-23268874,fw0459@fwgroup.com.tw,https://www.fwgroup.com.tw/,124967090,上櫃
6220,岳豐科技股份有限公司,岳豐,－ ,28,桃園市新屋區中山東路二段130巷12-9號,45911735,葉春榮,林森褔,蔡瑞華,總經理,賴明芳,03-4778846,19830903,20030109,新台幣                 10.0000元,1464626400,0,0,1,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,安侯建業聯合會計師事務所,謝秋華,李&#16689;儀,YFC-BONEAGLE,"NO12-9,130th LANE. SECTION 2,CHUNG SHAN E,ROAD,HSINWU,TAOYUAN 32741,TAIWANHSINWU,TAOYUAN 32741,TAIWAN",03-4772340,Speaker@cables.com.tw,www.cables.com.tw,146462640,上櫃
6221,晉泰科技股份有限公司,晉泰,－ ,30,新竹市光復路二段289號7F,84981323,昇鋒投資股份有限公司,楊倉富/黃昱斌,林永紳,經理,陳美喻,03-5163089,19940624,20030106,新台幣                 10.0000元,1248823750,0,0,1,國票綜合證券(股)公司股務代理部,02-25288988,105411台北市松山區南京東路五段188號15樓,群智聯合會計師事務所,呂松裕,張鈞富,Genesis　,"7F, No.289, Sec.2, Kuang Fu Rd.,　Hsin-Chu City 300, Taiwan, R.O.C.",03-5163063,IR@genesis.com.tw,https://www.genesis.com.tw/,124882375,上櫃
6222,立軒國際建設股份有限公司,立軒,－ ,26,新北市林口區文化一路一段258號8樓,22182927,陳銘鴻,李雪華,池曉鈴,經理,林惠琴,26918000,19860815,20030109,新台幣                 10.0000元,595888780,42678118,0,1,福邦證券股務代理部,2383-6888,100台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,黃欣婷,池世欽,Li Hsuan,"8F., No. 258, Sec. 1, Wenhua 1st RdLinkou Dist.,New Taipei City,Taiwan",26917000,sharonchih@sotac.com.tw,www.sotac.com.tw/web/index/index.jsp?lang=tw,59588878,上櫃
6223,旺矽科技股份有限公司,旺矽,－ ,24,302新竹縣竹北市中和街 155號,89647050,葛長林,郭遠明,邱靖斐,董事長特別助理,莊潔志,03-5551771,19950725,20030106,新台幣                 10.0000元,942311060,0,0,1,華南永昌綜合證券股份有限公司,02-27186425,台北市民生東路四段54號4樓,日正聯合會計師事務所,巫貴珍,陳燦煌,MPI,"No.155, Chung-Ho St.Chu-Pei City,Hsinchu Hsiang,Taiwan,R.O.C",03-5518381,angel.tsai@mpi.com.tw,www.mpi.com.tw,94231106,上櫃
6227,茂綸股份有限公司,茂綸,－ ,29,新北市新店區北新路三段207-2號14樓,20811962,吳偉國,莊文杰,張聖鑫,副總經理,章政群,(02)8913-2200,19790208,20030114,新台幣                 10.0000元,761117860,0,0,1,群益金鼎證券股份有限公司,27023999,台北市敦化南路二段97號B2,安永聯合會計師事務所,張正道,楊弘斌,Macnica Galaxy,"14F,207-2,Sec.3,Peihsin Rd.,Hsintien Dist.,New Taipei Taiwan,R.O.C",(02)8913-2277,Jeffrey.chang@macnica.com,https://www.macnica.com/apac/galaxy/zh_tw/,76111786,上櫃
6228,全譜科技股份有限公司,全譜,－ ,25,新北市汐止區大同路一段239號7樓,84560006,高偉超,曾治元,陳素花,財務長,蔡彩華,86921800,19930920,20030121,新台幣                 10.0000元,260000000,15327092,0,1,台新證券股務代理部,25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,邱鏞銘,方蘇立,PIE,"7F.,No.239,Sec.1,Datong Rd.,Xizhi Dist.,Hsi Chih,Taipei Hsien,221 Taiwan,R.O.C",86921860,carol@scanace.com.tw,www.scanace.com,26000000,上櫃
6229,研通科技股份有限公司,研通,－ ,24,新北市汐止區新台五路一段99號31樓之12,86491265,許劍郎,黃正華,黃正華,總經理,李偉任,(02)26971318,19920302,20030114,新台幣                 10.0000元,403607000,4720000,0,1,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號B1,安侯建業聯合會計師事務所,莊鈞維,陳彥富,V-TAC,"31.-12,No. 99,Sec.1,Xintai 5th Rd.,Xizhi Dist.,NEW TAIPEI CITY XIZHI ,TAIWAN R.O.C",(02)26971260,spokes@vtac.com.tw,www.vtac.com.tw,40360700,上櫃
6231,系微股份有限公司,系微,－ ,30,台北市中山區建國北路二段120號16樓,16627697,王志高,王彥棋,徐心吾,財會協理,李佩燕,66083688,19980918,20030123,新台幣                 10.0000元,456521860,0,0,1,凱基證券股份有限公司,23892999,台北市重慶南路一段2號4樓,安侯建業聯合會計師事務所,吳政諺,陳俊光,Insyde,"16F., No.120, Sec. 2, Jianguo N. Rd., Zhongshan DistrictTaipei, Taiwan, R.O.C.",66083689,ir@insyde.com,www.insyde.com,45652186,上櫃
6233,旺玖科技股份有限公司,旺玖,－ ,24,台北市南港路三段48號7樓,16177572,張景棠,張景棠,張景棠,董事長,林定裕,02-26546363,19971113,20030220,新台幣                 10.0000元,810818960,0,0,1,凱基證券股務代理部,02-23892999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,黃泳華,余聖河,PROLIFIC,"7F, NO.48, Sec.3, Nan Kang Rd., Nan Kang,Taipei 115607, Taiwan, R.O.C",02-26546161,ir@prolific.com.tw,www.prolific.com.tw,81081896,上櫃
6234,高僑自動化科技股份有限公司,高僑,－ ,26,台中市437大甲區日南里工七路1號,23712277,李義隆,陳蓬萊,陳蓬萊,總經理,李妮晏,04-26822168,19900502,20030312,新台幣                 10.0000元,1003863980,0,0,1,凱基證券股份有限公司,02-23148800,台北市100重慶南路一段2號5樓,安侯建業聯合會計師事務所,陳燕慧,張字信,TERA AUTO,"No.1 Industrial Park 7Rd., Tachia,Taichung Hsien, Taiwan, R.O.C.　　",04-26820567,financial@teraauto.com.tw,http://www.teraauto.com.tw/,100386398,上櫃
6236,中湛股份有限公司,中湛,－ ,20,台中市南屯區公益路二段51號10樓A室,16094290,林岳鋒,林岳鋒,林岳鋒,董事長,吳宜芳,04-23281939,19971002,20030331,新台幣                 10.0000元,416540390,36600000,0,1,群益金鼎證券股份有限公司,(02)27035000,106台北市大安區敦化南路二段97號B2,聯捷聯合會計師事務所,邱烺民,林季亭,Neith Corp.,"Room A, 10F., No. 51, GongYi Road SEction 2, NanTun,Taichung, Taiwan 408",04-23281936,evonnewu@neithcorp.com,www.neithcorp.com,41654039,上櫃
